id,xcoord,ycoord
"1",6.22483735346018,46.7204807832015
"2",6.25507190625939,46.7388374759725
"3",6.29826412454397,46.7496355305436
"4",6.28638626451571,46.7863489160855
"5",6.31986023368626,46.8198228852561
"6",6.34901498102835,46.8586958817122
"7",6.3598130355995,46.8954092672541
"8",6.34253614828566,46.94184090191
"9",6.47859163588209,47.0120282566224
"10",6.64164225990638,47.0541406694499
"11",6.73666514013246,47.1070511368485
"12",6.83060821490142,47.1556423824187
"13",6.91267342964212,47.2215105153026
"14",6.9483070097269,47.2711815663299
"15",7.06708561000949,47.3014161191291
"16",7.14483160292174,47.3586458083562
"17",7.0379308626674,47.3435285319566
"18",6.93534934424152,47.3348900882997
"19",6.83384763127276,47.3219324228143
"20",6.75394202744629,47.3154535900716
"21",6.74530358378937,47.3424487264995
"22",6.76905930384589,47.37592269567
"23",6.77445833113146,47.4245139412402
"24",6.70427097641902,47.4461100503825
"25",6.52610307599513,47.3985986102694
"26",6.25291229534516,47.300336313672
"27",6.12225583503431,47.2657825390443
"28",6.03371178755092,47.2366277917022
"29",5.9278908527537,47.1891163515892
"30",5.82638913978494,47.1351260787335
